Protein,Degree,ClusteringCoefficient
MAPK8IP1,19,0.16911764705882354
MAPKAPK2,14,0.16666666666666666
MARK2,38,0.14285714285714285
MTCP1,3,0.0
MXD1,13,0.11538461538461539
NCOA4,10,0.26666666666666666
NCOR2,88,0.15726227795193312
NF2,26,0.08333333333333333
NOTCH1,43,0.11463414634146342
NR4A1,53,0.1081277213352685
PAK6,7,0.3333333333333333
PDPK1,45,0.059800664451827246
PI4K2B,4,0.8333333333333334
PIAS1,44,0.19238900634249473
PIAS2,40,0.14487179487179488
PKN2,24,0.08658008658008658
PPA1,12,0.2727272727272727
PPL,11,0.18181818181818182
RAF1,83,0.07023214810461358
SKP2,75,0.10342342342342342
SMARCB1,95,0.1294997662459093
TCL1A,8,0.0
TCL1B,2,0.0
TERT,24,0.16666666666666666
TRIB3,26,0.07384615384615385
TRIM13,8,0.21428571428571427
TSC1,27,0.18333333333333332
TSC2,32,0.15120967741935484
TTC3,5,0.4
YWHAZ,166,0.030600029926679637
AKT2,14,0.16483516483516483
APPL1,12,0.3787878787878788
SH3RF1,9,0.16666666666666666
AKT3,7,0.19047619047619047
C10orf2,3,0.0
DZIP3,28,0.08307692307692308
EXOC7,17,0.13970588235294118
GTF3C1,30,0.09195402298850575
HDLBP,14,0.26373626373626374
HOOK1,4,0.16666666666666666
IMMT,56,0.05584415584415584
MARCH5,11,0.2
PDS5A,22,0.33766233766233766
POLA2,31,0.060215053763440864
RPA1,78,0.08982456140350877
TIMM50,14,0.12087912087912088
TRIM23,29,0.06837606837606838
TRIM41,15,0.1282051282051282
UTP14A,42,0.06155632984901278
ALAS2,2,0.0
SUCLA2,5,0.2
ALB,16,0.11666666666666667
FCGRT,1,0.0
ALCAM,2,0.0
CD6,3,0.0
ALDH1A1,3,0.0
ALDH2,11,0.21818181818181817
C14orf1,61,0.03114754098360656
HSPD1,34,0.11051693404634581
HSPE1,15,0.2
IGSF21,31,0.004301075268817204
UNC119,89,0.006384065372829418
ALG10B,2,1.0
KCNH2,6,0.26666666666666666
ALG2,15,0.2564102564102564
ANXA11,13,0.11538461538461539
ANXA7,101,0.01881188118811881
LAMP1,4,0.3333333333333333
SEC31A,6,0.3333333333333333
TSG101,92,0.04219725343320849
VPS28,12,0.3484848484848485
VPS37A,7,0.5714285714285714
ALK,42,0.030197444831591175
CDK13,6,0.3333333333333333
CENPF,14,0.19696969696969696
DYT10,9,0.027777777777777776
EIF4B,17,0.19047619047619047
EPHA1,2,0.0
GAK,6,0.2
IRF7,26,0.11594202898550725
IRS4,18,0.16339869281045752
JAK2,67,0.11985526910900045
JAK3,18,0.11764705882352941
KRT18,35,0.0957983193277311
KRT74,2,0.0
MAP2K7,18,0.22875816993464052
MAP3K1,34,0.12299465240641712
MAP3K4,16,0.15
MAP3K5,57,0.08417508417508418
MAPK8IP3,21,0.12857142857142856
MEP1B,4,0.0
MTIF2,2,0.0
MYBPC3,4,0.0
MYLK,9,0.0
PDX1,7,0.14285714285714285
PIK3CB,8,0.17857142857142858
PLCB2,8,0.4666666666666667
PTN,83,0.010285042609462239
RAB35,4,0.3333333333333333
RAD17,22,0.13852813852813853
SHC3,8,0.07142857142857142
SMC6,4,0.3333333333333333
SOCS1,34,0.1622103386809269
SOCS5,1,0.0
STAT3,88,0.120109439124487
ZC3HC1,10,0.24444444444444444
ALKBH1,2,1.0
DNAJB6,12,0.21212121212121213
ALL1,18,0.5294117647058824
HDAC2,309,0.04545357773945626
MBD3,39,0.3123123123123123
RBBP4,95,0.13370660694288913
RBBP7,71,0.15090543259557343
SAP30,30,0.20919540229885059
TAF1,40,0.18717948717948718
TAF6,38,0.27453769559032715
TAF9,48,0.19858156028368795
ALOX12,4,0.0
ITGB4,10,0.2
KRT5,8,0.42857142857142855
LMNA,40,0.13205128205128205
TRIB1,3,0.3333333333333333
ALOX5,4,0.0
COTL1,3,0.3333333333333333
COTL1P1,1,0.0
TGFBRAP1,6,0.3333333333333333
ALPI,3,0.0
AP3B1,8,0.32142857142857145
IRF5,25,0.1541501976284585
ALS2CL,2,1.0
RAB5A,35,0.08067226890756303
ALX1,1,0.0
IPO13,14,0.13186813186813187
ALX4,11,0.0
AMBP,9,0.14285714285714285
CD79A,10,0.2222222222222222
FN1,43,0.03322259136212625
AMBRA1,14,0.25274725274725274
ATG3,19,0.30994152046783624
ATG4B,18,0.24836601307189543
CUL4A,88,0.09456635318704285
CUL4B,50,0.1436734693877551
DDA1,49,0.08078231292517007
DDB1,101,0.07386138613861386
MAP1B,20,0.15263157894736842
AMD1,3,0.0
AMFR,65,0.0701484895033282
ATP2A2,11,0.10909090909090909
ATXN3,35,0.1411764705882353
CCDC47,12,0.24242424242424243
CD3D,8,0.4642857142857143
CSE1L,22,0.12987012987012986
CYP2E1,5,0.0
CYP3A4,2,0.0
DERL1,18,0.35294117647058826
DERL2,8,0.8214285714285714
DERL3,2,0.0
ERLIN1,6,0.7333333333333333
ERLIN2,16,0.30833333333333335
FAF2,36,0.11587301587301588
HAX1,20,0.06842105263157895
HERPUD1,21,0.1761904761904762
HMGCR,7,0.5714285714285714
HSP90B1,29,0.10344827586206896
HTT,141,0.02066869300911854
INSIG1,17,0.3142857142857143
PDIA2,8,0.03571428571428571
RHOT1,3,0.6666666666666666
RPL5,25,0.19367588932806323
SEC61B,11,0.2545454545454545
SOD1,16,0.19166666666666668
SRPRB,11,0.12727272727272726
SYVN1,38,0.13015873015873017
TCP1,40,0.31666666666666665
TMUB1,6,0.6
TOM1L1,24,0.09782608695652174
UBE2G2,18,0.0718954248366013
UFD1L,37,0.13063063063063063
Ube2g2,2,0.0
AMIGO1,4,1.0
AMIGO2,6,0.3333333333333333
AMIGO3,4,1.0
AMOT,26,0.07692307692307693
AMOTL1,3,1.0
BAG3,18,0.13071895424836602
DYNLL2,22,0.07894736842105263
FOXK1,5,0.0
FOXK2,4,0.16666666666666666
ITCH,81,0.05907172995780591
LIN7A,9,0.4444444444444444
LIN7C,10,0.4222222222222222
LONP2,1,0.0
MPDZ,8,0.14285714285714285
MPP5,4,0.3333333333333333
MPP7,2,1.0
NIN,7,0.4
SCLT1,3,0.0
UIMC1,43,0.10409745293466224
USP11,72,0.056314699792960665
YAP1,30,0.13793103448275862
AMOTL2,12,0.2222222222222222
GCC1,11,0.12727272727272726
MAGOHB,5,0.3
AMPH,34,0.07130124777183601
AP2B1,34,0.0766488413547237
BIN1,28,0.052307692307692305
CABIN1,17,0.19852941176470587
CDK5R1,22,0.12987012987012986
CLTC,63,0.055811571940604196
FBP1,18,0.1
ITSN1,106,0.030619865571321882
JUN,137,0.08933112216694307
PLD1,14,0.16483516483516483
PLD2,19,0.1695906432748538
REPS1,7,0.2857142857142857
REPS2,6,0.2
SGIP1,4,0.5
SYNJ1,7,0.2857142857142857
SYNM,10,0.2
TXNL4B,2,0.0
VTN,15,0.02857142857142857
ANAPC1,32,0.37701612903225806
ANAPC11,16,0.475
ANAPC2,29,0.33004926108374383
ANAPC4,33,0.4053030303030303
ANAPC5,33,0.2897727272727273
ANAPC7,33,0.32954545454545453
CCNB1,58,0.12272727272727273
CDC16,32,0.31048387096774194
CDC23,27,0.24216524216524216
CDC27,53,0.23076923076923078
FZR1,36,0.19682539682539682
PTTG1,29,0.18803418803418803
ANAPC10,22,0.23376623376623376
CUL5,42,0.09523809523809523
UBE2L1,1,0.0
ANAPC13,9,0.0
ANAPC16,12,0.19696969696969696
BUB1B,40,0.22048364153627312
CDC20,68,0.13846153846153847
EPHA4,12,0.13636363636363635
GRIA1,16,0.21666666666666667
UBE2C,12,0.22727272727272727
APC2,18,0.4083333333333333
BUB3,16,0.3333333333333333
C11orf51,1,0.0
ANGPTL4,4,0.8333333333333334
ANGPTL7,2,0.0
ANK1,9,0.05555555555555555
OBSCN,3,0.3333333333333333
RHAG,1,0.0
TIAM1,17,0.058823529411764705
ANK3,8,0.10714285714285714
KCNC1,5,0.0
SPTBN4,11,0.0
HDAC3,219,0.041901348352961255
LRP2,32,0.006048387096774193
MPL,4,0.0
PDE3B,3,0.3333333333333333
RFX5,7,0.38095238095238093
ANKRD1,3,0.6666666666666666
ANKRD11,6,0.6666666666666666
ANKRD12,2,0.0
TADA3,30,0.1839080459770115
ANKRD13B,2,1.0
RPLP1,36,0.10338680926916222
ANKRD2,8,0.10714285714285714
HBP1,11,0.38181818181818183
TCAP,7,0.09523809523809523
YBX1,40,0.10256410256410256
ZBTB3,20,0.015789473684210527
ANKRD23,2,1.0
ANKRD24,4,0.0
ANKRD32,3,1.0
RAD18,28,0.17846153846153845
ANKRD55,1,0.0
ZSCAN1,34,0.02217741935483871
ANKRD6,3,0.3333333333333333
AXIN2,7,0.47619047619047616
ANKS1A,4,0.6666666666666666
EPHA8,6,0.26666666666666666
ANKS1B,2,0.0
ANKZF1,3,0.0
TAF1A,18,0.38562091503267976
ANTXR2,1,0.0
ANXA1,37,0.08907563025210084
APBB1,67,0.061057692307692306
C1orf123,2,1.0
CCT7,37,0.14264264264264265
COPS6,121,0.03691460055096419
CSAD,10,0.022222222222222223
FAF1,48,0.07535460992907801
GAPDH,66,0.05128205128205128
KLHL23,6,0.06666666666666667
KRT8,29,0.13054187192118227
MLL4,27,0.1282051282051282
OTUB1,36,0.10634920634920635
S100A11,6,0.3333333333333333
SUMO1,543,0.014540973505853358
UBE2D1,117,0.02490421455938697
UBE3A,80,0.04728604728604729
PDCD6,14,0.21212121212121213
PLSCR1,71,0.036619718309859155
S100A6,8,0.4666666666666667
ANXA2,28,0.13756613756613756
CTSB,16,0.15
PLAT,18,0.0457516339869281
S100A10,15,0.08974358974358974
STAT6,30,0.19770114942528735
gag,33,0.10416666666666667
ANXA3,5,0.2
UBR1,33,0.058712121212121215
ANXA4,8,0.17857142857142858
NFKB1,90,0.11024033437826541
NMT2,7,0.047619047619047616
SMPD1,4,0.0
EED,52,0.11020408163265306
FDFT1,10,0.2222222222222222
ITGB5,11,0.18181818181818182
ANXA6,12,0.13636363636363635
CDC73,40,0.12051282051282051
Rasa1,1,0.0
S100A1,16,0.04395604395604396
S100B,16,0.07692307692307693
A1BG,7,0.047619047619047616
ADAMTS10,7,0.047619047619047616
ANGPT2,4,0.16666666666666666
APLP1,37,0.03153153153153153
ATP5B,23,0.11462450592885376
ATP6V1A,6,0.4
BAG6,80,0.030063291139240507
CELF3,5,0.3
CENPB,16,0.175
CLEC3B,14,0.02197802197802198
COL11A2,4,0.0
COL4A2,9,0.047619047619047616
COL4A5,7,0.047619047619047616
CPNE2,13,0.05128205128205128
CPNE6,10,0.022222222222222223
CPSF3L,17,0.33088235294117646
DDAH2,21,0.023809523809523808
DMPK,9,0.2222222222222222
DOCK7,21,0.11904761904761904
DVL1,28,0.18153846153846154
DYNC1I1,27,0.005698005698005698
EXT2,21,0.09941520467836257
F13A1,12,0.022222222222222223
FBN3,13,0.02564102564102564
FLAD1,13,0.18181818181818182
GBP2,21,0.009523809523809525
GDF9,38,0.005689900426742532
GNB2,29,0.03694581280788178
GNB5,15,0.009523809523809525
HADHB,20,0.1368421052631579
HMGXB3,7,0.47619047619047616
HOXD8,5,0.0
INPP5K,11,0.2
MPPED1,3,0.0
NGFR,33,0.0928030303030303
NPRL2,6,0.4
PAAF1,24,0.37318840579710144
PDHB,15,0.12380952380952381
PLD3,5,0.4
PSMB10,7,0.3333333333333333
RBM48,45,0.0030303030303030303
RPL13,20,0.12105263157894737
RPS2,29,0.0960591133004926
SDF4,11,0.14545454545454545
SEMA5B,8,0.0
SP110,12,0.015151515151515152
SRI,13,0.18181818181818182
SUMO3,56,0.10761705101327743
TAF5L,17,0.35294117647058826
TIAM2,8,0.07142857142857142
TMEM108,3,0.0
TUBB2B,13,0.1794871794871795
TUBB3,27,0.07977207977207977
USP4,39,0.12012012012012012
WDR18,9,0.16666666666666666
WDR73,8,0.25
ZNF135,6,0.06666666666666667
ZNF431,4,0.16666666666666666
ANXA9,4,0.16666666666666666
AP1B1,16,0.23333333333333334
AP1G1,20,0.14736842105263157
AP1M1,18,0.1111111111111111
KIF13A,3,1.0
AP1M2,11,0.23636363636363636
AP1S1,8,0.21428571428571427
AP2S1,6,0.2
NECAP1,3,1.0
NECAP2,8,0.25
RABEP1,21,0.16374269005847952
SYNRG,4,0.0
SYP,6,0.06666666666666667
AP1G2,7,0.23809523809523808
FXR2,64,0.0523532522474881
RUNDC3A,7,0.0
TIFA,12,0.28888888888888886
ZBTB8A,19,0.07352941176470588
EHD2,5,0.4
SCNN1A,17,0.16911764705882354
SCNN1B,11,0.21818181818181817
SCNN1G,9,0.19444444444444445
ARMC6,6,0.3333333333333333
EBLN2,6,0.0
RAB10,11,0.12727272727272726
SEC61A1,8,0.32142857142857145
SLC16A1,6,0.2
AP1S2,3,0.6666666666666666
AP2A1,16,0.11666666666666667
RAB11FIP2,15,0.15384615384615385
AP2A2,15,0.21904761904761905
DAB2,27,0.13105413105413105
ATP6V1G1,3,0.6666666666666666
DHX58,11,0.12727272727272726
FAM46C,5,0.4
KIAA0408,24,0.09057971014492754
LDLRAP1,5,0.4
MEA1,2,1.0
MLH1,55,0.11245791245791245
NUP54,10,0.3111111111111111
POM121,16,0.11666666666666667
RIBC2,22,0.012987012987012988
TERF2IP,19,0.35294117647058826
THAP1,18,0.041666666666666664
TUBGCP4,23,0.07114624505928854
AQP4,2,0.0
CD22,11,0.2727272727272727
CLEC4M,6,0.0
CTLA4,11,0.05555555555555555
DPPA2,19,0.029411764705882353
DVL2,48,0.06666666666666667
IKZF1,29,0.1921182266009852
MED4,29,0.3251231527093596
RTDR1,1,0.0
TBC1D5,4,0.5
KHK,11,0.18181818181818182
POLQ,1,0.0
ARF5,5,0.5
ARF6,29,0.09852216748768473
AP3S1,2,1.0
IRS1,40,0.17051282051282052
AP3S2,6,0.4
AP3D1,5,0.5
AP3M1,6,0.26666666666666666
AP4B1,4,0.5
AP4E1,4,0.3333333333333333
AP4M1,4,0.6666666666666666
AP4S1,3,0.3333333333333333
APAF1,12,0.2727272727272727
APIP,8,0.2
BCL2L1,65,0.06201923076923077
CASP4,28,0.037037037037037035
CASP9,19,0.19298245614035087
NLRP1,4,0.3333333333333333
APBA1,12,0.19696969696969696
APP,44,0.05708245243128964
CASK,27,0.1282051282051282
CCS,6,0.3333333333333333
APBA2,10,0.022222222222222223
CLSTN1,9,0.19444444444444445
NECAB3,4,0.5
APLP2,14,0.13186813186813187
CCDC97,3,0.0
CHERP,6,0.3333333333333333
CPSF6,25,0.13
CPSF7,15,0.1619047619047619
CYFIP1,15,0.19047619047619047
CYFIP2,16,0.14166666666666666
DDX3X,34,0.1051693404634581
DDX46,8,0.35714285714285715
DIAPH1,10,0.17777777777777778
DIAPH2,5,0.4
HNRNPH1,52,0.18024132730015083
HTATSF1,13,0.28205128205128205
KHDRBS1,95,0.04324450677886863
LRP1,39,0.04183535762483131
Nedd4l,2,1.0
PQBP1,14,0.14285714285714285
PTBP1,21,0.3157894736842105
RBM17,7,0.2857142857142857
RPL4,17,0.19117647058823528
SF1,27,0.15669515669515668
SF3A1,26,0.15076923076923077
SF3A2,123,0.06570247933884298
SF3A3,16,0.23333333333333334
SF3B1,49,0.141156462585034
SF3B2,30,0.20919540229885059
SF3B3,40,0.12564102564102564
SF3B4,25,0.19
TFCP2,16,0.24166666666666667
THRAP3,31,0.08817204301075268
TSHZ3,1,0.0
U2AF2,33,0.16098484848484848
VASP,22,0.11052631578947368
WAS,45,0.09393939393939393
WASF2,9,0.19444444444444445
WASL,17,0.16911764705882354
WBP11,15,0.17142857142857143
WIPF1,17,0.29411764705882354
WIPF2,9,0.2222222222222222
YLPM1,16,0.14166666666666666
YWHAG,189,0.026047955839227185
APBB2,2,1.0
APBB3,3,0.0
APC,115,0.02670670037926675
ANKRD17,5,0.3
AXIN1,39,0.14864864864864866
C4A,2,0.0
CGNL1,6,0.6
COG4,8,0.35714285714285715
COG5,10,0.24444444444444444
CSNK2A1,103,0.05711022272986865
CSNK2B,143,0.026545086119554206
CYTH2,12,0.19696969696969696
DLG3,39,0.06477732793522267
DLGAP1,18,0.20261437908496732
DST,26,0.12
EPAS1,20,0.17894736842105263
ERBB2IP,28,0.1076923076923077
EXPH5,3,0.6666666666666666
FAM214A,1,0.0
FBXO30,3,0.3333333333333333
FHOD1,16,0.15384615384615385
FLNA,44,0.049682875264270614
GIGYF2,24,0.15942028985507245
GOLGA2,23,0.08695652173913043
HNRNPM,33,0.14962121212121213
ING5,26,0.05846153846153846
JUP,41,0.10121951219512196
KIAA1328,1,0.0
KIF5B,27,0.1623931623931624
KIFAP3,13,0.16666666666666666
KRT13,2,1.0
KRT14,8,0.39285714285714285
KRT15,52,0.05128205128205128
KRT17,11,0.2909090909090909
KRT19,24,0.16666666666666666
KRT23,2,1.0
LAMA3,4,0.0
LAMA4,14,0.0
LPHN1,3,0.6666666666666666
MACF1,22,0.1038961038961039
MAPRE1,8,0.39285714285714285
MAPRE2,8,0.4
MBD5,2,0.0
MCM3AP,17,0.10294117647058823
MUC1,18,0.1895424836601307
MYH10,19,0.11695906432748537
MYH11,7,0.2857142857142857
MYO6,11,0.16363636363636364
NAV1,1,0.0
NAV2,3,0.3333333333333333
NAV3,2,1.0
NCKAP5,2,0.0
NCKAP5L,2,1.0
ND4,3,0.0
NEB,8,0.07142857142857142
NOSTRIN,2,0.0
NUP153,30,0.18850574712643678
NUP214,32,0.10887096774193548
NUP98,34,0.11051693404634581
NUPL1,3,0.6666666666666666
NUPL2,3,0.6666666666666666
PNISR,2,0.0
POM121C,2,1.0
PPP1R13B,9,0.2222222222222222
RBM4B,3,0.3333333333333333
RPS27,11,0.09090909090909091
SIAH1,59,0.05889724310776942
SNRNP200,38,0.13229018492176386
SPECC1L,4,0.3333333333333333
SPTBN1,31,0.11827956989247312
SPTBN2,6,0.26666666666666666
SYNE1,19,0.15441176470588236
TFAP2A,18,0.3006535947712418
TPR,19,0.19298245614035087
TRIM21,26,0.13768115942028986
TUBA4A,16,0.15833333333333333
ZFP106,6,0.3333333333333333
ZRANB1,26,0.19076923076923077
APC11,1,0.0
UBE2D2,111,0.023914823914823916
CDC26,16,0.14166666666666666
APCS,12,0.044444444444444446
FCGR1A,5,0.0
FCGR3A,2,0.0
FCGR3B,2,0.0
HES1,27,0.17094017094017094
APEH,5,0.6666666666666666
IST1,6,0.5333333333333333
UBA5,37,0.07957957957957958
APEX1,19,0.25146198830409355
HIF1A,75,0.12036036036036037
HOXC13,6,0.13333333333333333
POLR3D,29,0.10591133004926108
TCF21,4,0.0
XRCC1,23,0.2134387351778656
XRCC5,96,0.10570175438596491
APEX2,10,0.17777777777777778
EFEMP2,31,0.012903225806451613
APH1A,4,1.0
NCSTN,7,0.47619047619047616
PSEN1,34,0.11088709677419355
PSEN2,19,0.14619883040935672
PSENEN,4,1.0
NUDT18,29,0.0049261083743842365
VPS25,9,0.42857142857142855
APITD1,16,0.5714285714285714
BLM,50,0.18775510204081633
C17orf70,9,0.6666666666666666
C19orf40,12,0.4393939393939394
FANCB,9,0.75
FANCF,14,0.5494505494505495
FANCG,38,0.173015873015873
FANCL,20,0.40522875816993464
FANCM,24,0.3852813852813853
RMI1,17,0.3333333333333333
RMI2,7,0.38095238095238093
STRA13,9,0.5277777777777778
TOP3A,13,0.41025641025641024
APLF,4,0.6666666666666666
DAB1,12,0.0
APOC1,2,0.0
PDE1A,2,0.0
PLTP,3,0.0
SAA2,1,0.0
APOA1BP,4,0.5
APOB,26,0.052307692307692305
BGN,9,0.0
CALCR,5,0.1
LIPC,2,0.0
LRP6,7,0.14285714285714285
MTTP,1,0.0
BAG4,7,0.38095238095238093
CELF2,4,0.16666666666666666
KPNA2,57,0.09147869674185463
APOBEC2,1,0.0
APOBEC3G,8,0.3333333333333333
vif,15,0.23809523809523808
HMP19,10,0.044444444444444446
APOC2,1,0.0
LPL,14,0.12087912087912088
APOD,5,0.0
LRP8,17,0.058823529411764705
NEFM,8,0.21428571428571427
Set,2,0.0
APOF,2,0.0
APOL1,1,0.0
APBA3,5,0.0
APPBP2,20,0.06315789473684211
Apbb1,5,0.3
CAV1,57,0.06892230576441102
COL25A1,1,0.0
FBLN1,12,0.044444444444444446
HSD17B10,9,0.16666666666666666
NAE1,8,0.42857142857142855
UBQLN1,51,0.05612244897959184
CHMP5,6,0.4
EID3,1,0.0
KIF6,2,0.0
MFSD3,3,0.6666666666666666
MUL1,11,0.16363636363636364
RRS1,4,0.3333333333333333
SYT11,3,0.6666666666666666
TBL3,11,0.16363636363636364
WDR24,2,0.0
WNT5B,1,0.0
ZCCHC12,3,0.6666666666666666
APPL2,6,0.4
DCC,36,0.05873015873015873
MTA2,54,0.22926093514328807
RAB22A,6,0.5333333333333333
APTX,4,0.6666666666666666
AQP1,6,0.0
KCTD17,13,0.0
MDFI,102,0.008282828282828282
AQP2,1,0.0
AQP3,2,1.0
AQP5,1,0.0
CCNH,19,0.29239766081871343
CDK7,42,0.16608594657375145
COX5B,3,1.0
DENND5A,4,0.6666666666666666
E2F1,80,0.11392405063291139
E2F4,52,0.11840120663650075
EFCAB6,4,0.5
EGFR,202,0.02949748743718593
ERCC2,17,0.33088235294117646
ERCC3,22,0.30303030303030304
ETV5,4,0.5
FHL2,35,0.0946969696969697
GADD45GIP1,12,0.16666666666666666
GRIP1,36,0.16042780748663102
GSN,23,0.15019762845849802
GTF2H1,32,0.15524193548387097
GTF2H2,11,0.6545454545454545
HMGB2,16,0.20833333333333334
HNF4A,55,0.12772133526850507
HSPB2,17,0.14285714285714285
IL6ST,23,0.25296442687747034
KIF1A,7,0.5238095238095238
MDN1,6,0.4
MED1,79,0.23923444976076555
MED12L,1,0.0
MED24,40,0.26282051282051283
MLH3,4,0.3333333333333333
NCOA1,62,0.19196192490745637
NCOA6,74,0.1189358372456964
NCOR1,124,0.1005769735116706
NLRP10,1,0.0
NR0B1,12,0.10606060606060606
NR2C2,10,0.2
NSD1,6,0.3333333333333333
PATZ1,5,0.1
PELP1,26,0.28923076923076924
PIAS3,35,0.12436974789915967
PIAS4,34,0.2103386809269162
PMEPA1,3,0.6666666666666666
PRPF6,26,0.17753623188405798
PSMC3,56,0.19357092941998602
PSPC1,9,0.3055555555555556
RCHY1,19,0.21323529411764705
RNF14,15,0.14102564102564102
RNF4,33,0.10967741935483871
RNF6,4,0.3333333333333333
SART3,30,0.20919540229885059
SMAD4,118,0.054324206866579745
SMARCD1,46,0.2135265700483092
SMARCE1,59,0.22556390977443608
SPDEF,3,0.0
SPOP,18,0.1437908496732026
SRY,8,0.39285714285714285
SVIL,35,0.013445378151260505
TCF4,26,0.16
TGFB1I1,15,0.20952380952380953
TGIF1,18,0.1437908496732026
TH1L,32,0.0907258064516129
TMF1,6,0.3333333333333333
TRIM24,27,0.18333333333333332
TRIM68,4,0.5
UBE2I,182,0.04258224705152079
USP26,3,0.0
WHSC1,12,0.4666666666666667
ZBTB1,6,0.06666666666666667
ZBTB7A,18,0.45
ZMIZ1,5,0.6
ZNF318,5,0.5
ARAF,26,0.09846153846153846
COPS3,27,0.36666666666666664
EFEMP1,4,0.0
KLHL12,21,0.08771929824561403
MAP2K2,12,0.3111111111111111
MYO18A,4,0.5
PBK,9,0.16666666666666666
RABGGTB,5,0.3
RRAS,10,0.13333333333333333
TIMM44,5,0.5
YWHAE,93,0.06311360448807854
ARAP1,14,0.14285714285714285
INPP5D,24,0.2572463768115942
KCTD12,4,0.3333333333333333
PSD3,4,0.6666666666666666
SH3KBP1,180,0.031549546118199705
TES,8,0.2857142857142857
TP53BP1,40,0.1717948717948718
WAPAL,15,0.7051282051282052
ARAP3,3,1.0
ASAP1,18,0.27450980392156865
ARCN1,5,0.4
ARFIP1,6,0.4666666666666667
CHRM3,4,0.0
COPE,8,0.6071428571428571
GEA1,1,0.0
GGA3,17,0.14705882352941177
KDELR1,10,0.25
NOA1,8,0.10714285714285714
nef,15,0.0380952380952381
GGA1,19,0.12280701754385964
GGA2,18,0.12418300653594772
DHPS,7,0.23809523809523808
DYNC1H1,30,0.08275862068965517
EIF6,54,0.04472396925227114
EPPK1,13,0.19230769230769232
EXOC5,3,0.3333333333333333
GART,3,0.3333333333333333
IQGAP1,26,0.11076923076923077
KIAA0368,8,0.21428571428571427
LRPPRC,33,0.07954545454545454
PABPC4,26,0.12615384615384614
PIP5K1C,4,0.3333333333333333
YARS,5,0.5
ARFGAP1,7,0.23809523809523808
ARFGEF1,6,0.5333333333333333
ARFGEF2,8,0.32142857142857145
RSP5,7,0.3333333333333333
Itch,2,0.0
ARHGAP1,11,0.3333333333333333
BNIP2,11,0.3333333333333333
ARHGAP10,5,0.4
ARHGAP15,2,0.0
ARHGAP17,17,0.16176470588235295
BTK,30,0.14814814814814814
CRK,50,0.11918367346938775
PACSIN1,34,0.07862903225806452
SH3GLB1,15,0.19047619047619047
ARHGAP26,6,0.4
PTK2,86,0.0814687320711417
ARHGAP27,4,0.6666666666666666
ARHGAP32,22,0.17316017316017315
FYN,112,0.04970809007506255
GAB1,12,0.24242424242424243
SHC2,3,0.3333333333333333
ARHGAP35,6,0.4666666666666667
RASA1,44,0.11733615221987315
ARHGAP44,3,0.3333333333333333
ARHGAP5,6,0.2
PXN,49,0.1445578231292517
RND1,7,0.0
RND2,5,0.0
RND3,7,0.19047619047619047
ARHGDIA,52,0.1110204081632653
BID,38,0.19047619047619047
EZR,56,0.09433962264150944
FASLG,31,0.2172043010752688
FEN1,21,0.21904761904761905
IGF2BP1,22,0.1774891774891775
MAPK8,78,0.06227106227106227
MSN,31,0.24630541871921183
RDX,7,0.14285714285714285
RHOC,7,0.23809523809523808
RHOG,9,0.19444444444444445
RHOH,5,0.0
TNFRSF10B,20,0.5578947368421052
TNFRSF1A,61,0.14962010520163646
ARHGDIB,9,0.25
ARHGDIG,5,0.0
RHOB,6,0.2
ARHGEF1,16,0.17582417582417584
CD44,22,0.13852813852813853
HRAS,47,0.06290471785383904
RAP1A,25,0.08333333333333333
ARHGEF11,9,0.25
PLXNB1,11,0.07272727272727272
PLXNB2,9,0.19444444444444445
PLXNB3,6,0.0
ARHGEF12,12,0.3333333333333333
ARHGEF15,5,0.1
C11orf49,7,0.23809523809523808
MOB4,54,0.18518518518518517
ARHGEF18,4,0.0
GNB1,22,0.017316017316017316
ARHGEF2,15,0.26666666666666666
YWHAQ,276,0.025138339920948615
ARHGEF25,3,0.3333333333333333
ARHGEF3,4,0.16666666666666666
ARHGEF4,5,0.0
HLA-B,21,0.0761904761904762
ARHGEF40,3,0.6666666666666666
ARHGEF6,9,0.16666666666666666
GIT1,47,0.06666666666666667
GPRASP2,4,0.0
ZNF580,6,0.0
ARHGEF7,13,0.14102564102564102
